Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
308,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,33-124,1992,19.6,9,0.46,8,0,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
309,Nicksoen Gomis,fr FRA,DF,Toronto FC,23-231,2002,5.3,2,0.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Diogo Gonçalves,pt POR,"FW,MF",Real Salt Lake,28-268,1997,24.2,85,3.52,64,5,5,9,2,0,10,0.41,7,0,1,2,0,0,Matches
311,Omar Gonzalez,us USA,DF,Chicago Fire,37-021,1988,4.7,4,0.84,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
312,Archie Goodwin,au AUS,"MF,FW",Charlotte,20-359,2004,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Zavier Gozo,us USA,"MF,FW",Real Salt Lake,18-224,2007,20.1,54,2.69,42,0,5,3,1,3,5,0.25,5,0,0,0,0,0,Matches
314,Owen Graham Roache,ca CAN,FW,CF Montréal,17-263,2008,1.4,2,1.46,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,23-074,2002,19.5,38,1.95,33,2,2,1,0,0,1,0.05,1,0,0,0,0,0,Matches
316,Julian Gressel,us USA,"DF,MF",Minnesota Utd,31-320,1993,12.1,23,1.91,13,10,0,0,0,0,3,0.25,2,1,0,0,0,0,Matches
317,Yuri Guboglo,ht HAI,"DF,FW",CF Montréal,18-226,2007,11.2,15,1.33,13,0,1,0,1,0,2,0.18,1,0,0,0,1,0,Matches
318,Gage Guerra,,"FW,DF",Portland Timbers,22-315,2002,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
319,Colin Guske,us USA,"MF,FW",Orlando City,18-276,2007,0.2,1,5.63,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
320,Raul Gustavo,br BRA,DF,NYCFC,26-191,1999,4.7,8,1.71,5,0,1,1,1,0,2,0.43,1,0,0,1,0,0,Matches
321,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,22-137,2003,22.7,121,5.33,89,1,6,12,10,3,13,0.57,9,0,1,3,0,0,Matches
322,Andrew Gutman,us USA,"DF,MF",Chicago Fire,29-030,1996,31.8,68,2.14,58,1,0,5,2,2,15,0.47,13,0,0,0,2,0,Matches
323,Brad Guzan,us USA,GK,Atlanta Utd,41-053,1984,26.0,5,0.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
324,Justin Haak,us USA,"DF,MF",NYCFC,24-050,2001,33.4,28,0.84,26,0,0,1,1,0,7,0.21,7,0,0,0,0,0,Matches
325,Taha Habroune,us USA,"MF,FW",Columbus Crew,19-269,2006,6.3,20,3.16,17,0,3,0,0,0,2,0.32,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
326,Alexander Hack,de GER,DF,NY Red Bulls,32-054,1993,16.1,23,1.43,21,0,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
327,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30-045,1995,10.6,4,0.38,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
328,Nicholas Hagen,gt GUA,GK,Columbus Crew,29-091,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
329,Nick Hagglund,us USA,DF,FC Cincinnati,33-048,1992,12.9,11,0.85,11,0,0,0,0,0,4,0.31,4,0,0,0,0,0,Matches
330,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-233,1999,10.4,48,4.61,34,6,4,2,2,0,11,1.06,8,2,1,0,0,0,Matches
331,Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-307,1999,8.1,8,0.98,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Julian Hall,us USA,"FW,MF",NY Red Bulls,17-222,2008,7.6,23,3.03,15,0,3,1,3,1,2,0.26,1,0,0,0,1,0,Matches
333,Bret Halsey,us USA,DF,FC Cincinnati,25-153,2000,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
334,Nicholas Hansen,dk DEN,GK,Colorado Rapids,24-114,2001,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
335,Aiden Harangi,us USA,DF,San Diego FC,19-266,2006,3.7,6,1.61,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Ian Harkes,us USA,MF,SJ Earthquakes,30-216,1995,23.8,69,2.90,62,0,0,4,2,1,5,0.21,5,0,0,0,0,0,Matches
337,Cameron Harper,us USA,"DF,MF",NY Red Bulls,23-347,2001,7.4,23,3.10,13,0,4,1,4,1,3,0.40,1,0,1,0,1,0,Matches
338,Nathan Harriel,us USA,DF,Philadelphia Union,24-192,2001,23.3,27,1.16,18,5,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
339,Alex Harris,us USA,"MF,FW",Colorado Rapids,20-258,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,Calvin Harris,eng ENG,"FW,MF",Colorado Rapids,25-226,2000,14.8,37,2.50,24,1,1,4,7,0,3,0.20,3,0,0,0,0,0,Matches
341,Marcel Hartel,de GER,"MF,FW",St. Louis,29-286,1996,33.6,179,5.33,114,43,7,11,4,0,10,0.30,6,2,1,1,0,0,Matches
342,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,25-271,2000,17.0,21,1.24,19,0,0,0,1,1,1,0.06,1,0,0,0,0,0,Matches
343,Thomas Hasal,ca CAN,GK,LAFC,26-115,1999,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Stuart Hawkins,us USA,"DF,MF",Seattle Sounders,19-044,2006,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
345,Kobi Henry,tt TRI,"DF,FW",Real Salt Lake,21-189,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
346,Malik Henry,ca CAN,"MF,FW",Toronto FC,23-101,2002,1.3,4,3.05,3,0,0,0,1,0,2,1.53,2,0,0,0,0,0,Matches
347,Fabian Herbers,de GER,"MF,FW",CF Montréal,32-076,1993,8.0,31,3.85,29,0,0,0,1,1,3,0.37,3,0,0,0,0,0,Matches
348,Ronald Hernández,ve VEN,DF,Atlanta Utd,28-041,1997,14.6,24,1.64,21,1,0,0,1,1,2,0.14,2,0,0,0,0,0,Matches
349,Aaron Herrera,gt GUA,"DF,MF",D.C. United,28-148,1997,23.0,75,3.27,45,27,1,1,0,1,7,0.30,4,2,1,0,0,0,Matches
350,Marcelo Herrera,ar ARG,DF,Columbus Crew,26-363,1998,15.2,33,2.17,28,1,2,1,0,1,4,0.26,4,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
351,Son Heung-min,kr KOR,FW,LAFC,33-116,1992,8.9,54,6.05,27,15,3,5,4,0,7,0.78,4,0,1,1,1,0,Matches
352,Aiden Hezarkhani,us USA,"FW,MF",Real Salt Lake,18-126,2007,0.6,1,1.55,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
353,Jayden Hibbert,ca CAN,GK,Atlanta Utd,21-088,2004,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
354,Bode Hidalgo,us USA,DF,Real Salt Lake,23-252,2002,9.1,17,1.86,16,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
355,Bode Hidalgo,us USA,DF,CF Montréal,23-252,2002,3.9,6,1.55,6,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
356,Kyle Hiebert,ca CAN,DF,St. Louis,28-094,1997,18.8,12,0.64,10,2,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
357,Luke Hille,us USA,MF,Minnesota Utd,22-255,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,Brendan Hines-Ike,us USA,DF,Austin,30-336,1994,30.7,10,0.33,8,0,1,0,1,0,2,0.07,2,0,0,0,0,0,Matches
359,Bongokuhle Hlongwane,za RSA,"DF,MF",Minnesota Utd,25-134,2000,26.4,66,2.50,53,0,4,1,8,0,7,0.26,5,0,0,0,2,0,Matches
360,Rob Holding,eng ENG,DF,Colorado Rapids,30-042,1995,5.8,3,0.51,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
361,Ryan Hollingshead,us USA,"DF,MF",LAFC,34-199,1991,23.4,62,2.65,51,1,1,2,3,4,6,0.26,3,0,1,1,1,0,Matches
362,Duane Holmes,us USA,"MF,FW",Houston Dynamo,30-360,1994,6.5,19,2.93,12,4,0,2,1,0,1,0.15,0,0,0,0,1,0,Matches
363,Jackson Hopkins,us USA,"MF,FW",D.C. United,21-123,2004,9.3,23,2.47,17,3,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Jannes Horn,de GER,DF,St. Louis,28-268,1997,8.0,12,1.50,10,0,0,1,1,0,1,0.13,1,0,0,0,0,0,Matches
365,Jung Hoyeon,kr KOR,MF,Minnesota Utd,25-034,2000,1.0,1,1.02,1,0,0,0,0,0,1,1.02,1,0,0,0,0,0,Matches
366,Keegan Hughes,us USA,DF,NE Revolution,25-102,2000,4.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,Sebastien Ibeagha,us USA,DF,FC Dallas,33-284,1992,30.7,11,0.36,8,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
368,Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-289,2002,2.0,3,1.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
369,Aliyu Ibrahim,ng NGA,"FW,DF",Columbus Crew,23-289,2002,13.4,41,3.06,36,0,2,1,0,2,4,0.30,3,0,0,0,0,1,Matches
370,Sunusi Ibrahim,ng NGA,FW,CF Montréal,23-031,2002,0.9,4,4.62,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
371,Igor,br BRA,MF,LAFC,22-239,2003,20.6,32,1.55,27,0,0,3,1,1,3,0.15,2,0,0,0,0,1,Matches
372,Mitja Ilenič,si SVN,DF,NYCFC,20-310,2004,12.1,17,1.40,14,0,0,2,1,0,2,0.16,2,0,0,0,0,0,Matches
373,Milan Iloski,us USA,"MF,FW",Philadelphia Union,26-095,1999,6.6,36,5.44,21,2,2,5,4,2,7,1.06,4,1,0,1,1,0,Matches
374,Milan Iloski,us USA,"FW,MF",San Diego FC,26-095,1999,5.3,22,4.13,15,1,3,2,1,0,7,1.32,5,0,1,1,0,0,Matches
375,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-246,1996,11.4,3,0.26,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
376,Marcus Ingvartsen,dk DEN,"FW,MF",San Diego FC,29-301,1996,4.5,10,2.22,7,0,0,0,3,0,2,0.44,2,0,0,0,0,0,Matches
377,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,34-150,1991,9.6,34,3.55,27,3,0,3,1,0,4,0.42,4,0,0,0,0,0,Matches
378,Aljaž Ivačič,si SVN,GK,NE Revolution,31-307,1993,24.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
379,Ousman Jabang,us USA,DF,CF Montréal,24-217,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
380,Ayoub Jabbari,ma MAR,"FW,DF",FC Cincinnati,25-275,2000,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
381,Aziel Jackson,us USA,"MF,FW",Columbus Crew,24-008,2001,8.1,19,2.34,15,0,1,0,2,1,1,0.12,1,0,0,0,0,0,Matches
382,Jacob Jackson,us USA,GK,FC Dallas,25-190,2000,3.8,1,0.26,1,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
383,Ivan Jaime Pajuelo,es ESP,FW,CF Montréal,25-036,2000,3.4,25,7.35,16,3,3,2,1,0,1,0.29,1,0,0,0,0,0,Matches
384,Ian James,us USA,DF,Sporting KC,17-148,2008,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
385,Robin Jansson,se SWE,DF,Orlando City,33-351,1991,29.0,23,0.79,22,0,0,1,0,0,3,0.10,2,0,0,1,0,0,Matches
386,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,25-165,2000,26.2,61,2.33,52,0,3,3,2,1,9,0.34,6,0,2,1,0,0,Matches
387,Stiven Jimenez,us USA,MF,FC Cincinnati,18-130,2007,1.2,2,1.68,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
388,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,29-184,1996,12.3,17,1.38,17,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
389,Sean Johnson,us USA,GK,Toronto FC,36-154,1989,31.0,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
390,Tate Johnson,us USA,DF,Vancouver W'caps,20-114,2005,22.0,41,1.87,31,2,0,2,5,1,2,0.09,2,0,0,0,0,0,Matches
391,DeJuan Jones,us USA,DF,Columbus Crew,28-130,1997,2.7,8,2.94,7,0,1,0,0,0,2,0.73,2,0,0,0,0,0,Matches
392,DeJuan Jones,us USA,"DF,MF",SJ Earthquakes,28-130,1997,12.9,46,3.57,38,3,1,1,3,0,8,0.62,7,0,0,1,0,0,Matches
393,Derrick Jones,us USA,MF,Columbus Crew,28-243,1997,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
394,Kim Joonhong,kr KOR,GK,D.C. United,22-151,2003,8.0,3,0.37,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
395,Dejan Joveljić,rs SRB,FW,Sporting KC,26-086,1999,30.7,76,2.48,57,0,4,7,8,0,7,0.23,4,0,1,0,2,0,Matches
396,Mykhi Joyner,us USA,"FW,MF",St. Louis,19-063,2006,4.1,8,1.95,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
397,Preston Judd,us USA,"FW,MF",SJ Earthquakes,26-157,1999,11.7,29,2.47,17,0,2,4,4,2,4,0.34,2,0,0,1,1,0,Matches
398,Anderson Julio,ec ECU,"FW,MF",FC Dallas,29-154,1996,17.5,33,1.88,23,0,8,1,1,0,4,0.23,2,0,1,1,0,0,Matches
399,Sam Junqua,us USA,DF,Real Salt Lake,28-357,1996,20.4,43,2.11,33,2,1,1,5,1,0,0.00,0,0,0,0,0,0,Matches
400,Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-192,1990,15.0,11,0.73,9,0,0,1,0,1,2,0.13,1,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
401,Kristijan Kahlina,hr CRO,GK,Charlotte,33-100,1992,32.0,5,0.16,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
402,Kaick,br BRA,MF,FC Dallas,19-337,2005,18.5,37,2.00,32,1,0,2,2,0,2,0.11,1,0,0,1,0,0,Matches
403,Kei Kamara,sl SLE,FW,FC Cincinnati,41-061,1984,8.7,18,2.06,15,0,1,1,1,0,2,0.23,2,0,0,0,0,0,Matches
404,Bernard Kamungo,us USA,"DF,FW",FC Dallas,23-304,2002,17.5,44,2.51,29,2,6,4,3,0,2,0.11,1,0,0,1,0,0,Matches
405,Bibi Karamoko,us USA,FW,D.C. United,20-000,2005,0.2,2,9.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
406,Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-181,1998,20.4,64,3.14,44,16,3,1,0,0,6,0.29,5,1,0,0,0,0,Matches
407,Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,30-334,1994,11.3,39,3.45,35,0,1,1,0,2,3,0.27,3,0,0,0,0,0,Matches
408,Kim Kee-hee,kr KOR,DF,Seattle Sounders,36-111,1989,11.5,6,0.52,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
409,Kevin Kelsy,ve VEN,FW,Portland Timbers,21-097,2004,17.8,30,1.68,20,0,1,4,5,0,4,0.22,2,0,0,2,0,0,Matches
410,Ryan Kent,eng ENG,"FW,MF",Seattle Sounders,28-355,1996,6.0,27,4.47,22,0,5,0,0,0,5,0.83,5,0,0,0,0,0,Matches
411,Deandre Kerr,ca CAN,FW,Toronto FC,22-347,2002,9.8,11,1.13,6,0,1,0,4,0,0,0.00,0,0,0,0,0,0,Matches
412,Henry Kessler,us USA,DF,St. Louis,27-129,1998,15.3,12,0.79,9,0,0,1,2,0,1,0.07,1,0,0,0,0,0,Matches
413,Hosei Kijima,jp JPN,"MF,FW",D.C. United,23-123,2002,17.7,36,2.04,31,0,4,0,1,0,0,0.00,0,0,0,0,0,0,Matches
414,Benjamin Kikanovic,us USA,"DF,MF",SJ Earthquakes,25-299,2000,4.7,9,1.92,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
415,Peter Kingston,us USA,FW,Seattle Sounders,24-110,2001,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Klauss,br BRA,FW,St. Louis,28-245,1997,26.8,85,3.17,62,1,3,15,4,0,10,0.37,4,0,2,4,0,0,Matches
417,Eric Klein,us USA,MF,NE Revolution,18-346,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
418,Mateusz Klich,pl POL,MF,Atlanta Utd,35-141,1990,8.8,16,1.81,14,2,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
419,Žan Kolmanič,si SVN,"DF,MF",Austin,25-243,2000,8.1,26,3.20,15,10,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
420,Rominigue Kouamé,ml MLI,MF,Chicago Fire,28-319,1996,6.3,13,2.07,10,0,2,1,0,0,4,0.64,3,0,1,0,0,0,Matches
421,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,27-071,1998,16.6,53,3.19,40,2,1,1,9,0,5,0.30,4,0,0,0,1,0,Matches
422,Damir Kreilach,hr CRO,"FW,MF",Vancouver W'caps,36-199,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
423,Theodore Ku-Dipietro,us USA,"FW,MF",Colorado Rapids,23-277,2002,12.7,44,3.47,34,0,1,4,2,3,7,0.55,6,0,0,1,0,0,Matches
424,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-312,1993,7.3,16,2.19,13,1,0,2,0,0,1,0.14,1,0,0,0,0,0,Matches
425,Willy Kumado,gh GHA,DF,San Diego FC,23-016,2002,8.5,16,1.89,14,1,1,0,0,0,5,0.59,3,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
426,Luca de la Torre,us USA,MF,San Diego FC,27-162,1998,23.5,57,2.42,49,6,0,2,0,0,5,0.21,3,2,0,0,0,0,Matches
427,Mathías Laborda,uy URU,DF,Vancouver W'caps,26-047,1999,24.2,37,1.53,29,0,0,5,2,1,6,0.25,2,0,0,3,1,0,Matches
428,Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-265,2002,18.1,54,2.98,41,2,3,2,5,1,4,0.22,3,0,1,0,0,0,Matches
429,Lassi Lappalainen,fi FIN,"DF,MF",Columbus Crew,27-069,1998,4.4,15,3.39,12,0,1,0,2,0,4,0.90,4,0,0,0,0,0,Matches
430,Oliver Larraz,us USA,MF,Colorado Rapids,24-046,2001,24.6,59,2.40,51,1,3,1,1,2,7,0.28,6,0,0,0,1,0,Matches
431,Richie Laryea,ca CAN,"DF,MF",Toronto FC,30-298,1995,13.9,13,0.94,7,0,2,1,3,0,2,0.14,1,0,0,0,1,0,Matches
432,Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,31-035,1994,5.9,20,3.39,15,3,0,0,2,0,2,0.34,2,0,0,0,0,0,Matches
433,Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-304,1999,24.4,50,2.05,34,0,5,7,4,0,4,0.16,1,0,0,0,3,0,Matches
434,Randall Leal,cr CRC,"MF,FW",D.C. United,28-291,1997,5.8,22,3.79,14,4,2,0,1,1,1,0.17,1,0,0,0,0,0,Matches
435,Tim Leibold,de GER,DF,Sporting KC,31-336,1993,9.7,22,2.27,12,7,1,2,0,0,4,0.41,3,1,0,0,0,0,Matches
436,Brooks Lennon,us USA,DF,Atlanta Utd,28-040,1997,17.3,37,2.14,29,5,0,1,2,0,4,0.23,3,0,0,1,0,0,Matches
437,Tucker Lepley,us USA,"MF,FW",LA Galaxy,23-288,2002,6.2,20,3.23,15,2,0,1,1,1,2,0.32,1,0,0,1,0,0,Matches
438,Beau Leroux,us USA,MF,SJ Earthquakes,22-062,2003,23.4,70,2.99,54,0,3,5,5,3,10,0.43,6,0,1,1,1,1,Matches
439,Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-180,2003,7.8,36,4.60,17,11,1,3,3,1,5,0.64,2,2,0,0,1,0,Matches
440,Nick Lima,us USA,"MF,DF",SJ Earthquakes,30-349,1994,5.0,16,3.19,13,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
441,Ondřej Lingr,cz CZE,"FW,MF",Houston Dynamo,27-025,1998,19.8,54,2.73,41,3,0,6,4,0,7,0.35,5,0,0,1,1,0,Matches
442,Sebastian Lletget,us USA,MF,FC Dallas,33-059,1992,12.7,31,2.44,25,3,0,3,0,0,4,0.31,3,1,0,0,0,0,Matches
443,Hugo Lloris,fr FRA,GK,LAFC,38-310,1986,31.5,8,0.25,5,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
444,Saba Lobzhanidze,ge GEO,"FW,DF",Atlanta Utd,30-318,1994,21.5,65,3.03,39,16,4,5,1,0,8,0.37,4,3,0,1,0,0,Matches
445,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-198,1993,27.3,72,2.64,58,0,7,3,3,1,10,0.37,6,0,2,2,0,0,Matches
446,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-225,1989,6.4,28,4.34,18,3,0,0,6,1,2,0.31,1,0,0,0,1,0,Matches
447,Jasper Löffelsend,de GER,DF,San Diego FC,28-052,1997,6.7,18,2.70,16,0,0,1,1,0,2,0.30,2,0,0,0,0,0,Matches
448,Aaron Long,us USA,DF,LAFC,33-020,1992,14.1,17,1.20,17,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
449,Kevin Long,ie IRL,DF,Toronto FC,35-075,1990,21.0,8,0.38,6,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
450,Matthew Longstaff,eng ENG,"MF,FW",Toronto FC,25-225,2000,10.1,24,2.38,18,4,0,1,0,1,2,0.20,1,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
451,Matthew Longstaff,eng ENG,MF,CF Montréal,25-225,2000,6.5,17,2.61,16,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
452,Antino Lopez,us USA,MF,Seattle Sounders,23-164,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
453,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,25-055,2000,2.8,13,4.64,7,1,1,1,2,1,1,0.36,1,0,0,0,0,0,Matches
454,Victor Loturi,ca CAN,MF,CF Montréal,24-164,2001,27.8,56,2.01,50,0,3,0,2,1,3,0.11,3,0,0,0,0,0,Matches
455,Evan Louro,us USA,GK,FC Cincinnati,29-286,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
456,Daniel Lovitz,us USA,DF,Nashville SC,34-066,1991,30.2,53,1.75,42,5,2,2,1,1,8,0.26,6,1,0,1,0,0,Matches
457,Eduard Löwen,de GER,MF,St. Louis,28-277,1997,15.5,68,4.38,51,9,1,4,3,0,5,0.32,5,0,0,0,0,0,Matches
458,Hirving Lozano,mx MEX,FW,San Diego FC,30-094,1995,20.3,92,4.54,45,20,11,5,9,2,15,0.74,12,0,1,0,0,2,Matches
459,Gonzalo Luján,ar ARG,DF,Inter Miami,24-188,2001,19.4,11,0.57,10,0,1,0,0,0,2,0.10,2,0,0,0,0,0,Matches
460,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-285,2002,29.1,79,2.72,67,2,1,6,2,1,5,0.17,4,0,0,0,0,1,Matches
461,Diego Luna,us USA,"MF,FW",Real Salt Lake,22-055,2003,25.2,109,4.33,75,14,4,7,7,2,11,0.44,8,1,0,1,1,0,Matches
462,Benjamin Lundt,de GER,GK,St. Louis,30-038,1995,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-231,2007,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Lukas MacNaughton,ca CAN,DF,D.C. United,30-238,1995,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
465,Jack Maher,us USA,DF,Nashville SC,26-004,1999,28.6,12,0.42,11,1,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
466,Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-185,2004,23.9,26,1.09,22,0,1,3,0,0,1,0.04,0,0,0,1,0,0,Matches
467,Adilson Malanda,fr FRA,DF,Charlotte,24-003,2001,32.2,12,0.37,11,0,0,1,0,0,3,0.09,3,0,0,0,0,0,Matches
468,Alexis Manyoma,co COL,"FW,MF",Colorado Rapids,22-302,2003,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
469,J.T. Marcinkowski,us USA,GK,LA Galaxy,28-176,1997,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
470,AJ Marcucci,us USA,GK,NY Red Bulls,26-093,1999,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,Dominik Marczuk,pl POL,DF,FC Cincinnati,22-000,2003,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
