Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
636,John Pulskamp,us USA,GK,Sporting KC,24-196,2001,34.0,2,0.06,1,1,0,0,0,0,2,0.06,1,1,0,0,0,0,Matches
637,Ahmed Qasem,se SWE,"FW,MF",Nashville SC,22-112,2003,13.6,33,2.43,25,0,0,4,4,0,2,0.15,2,0,0,0,0,0,Matches
638,Nelson Quiñones,co COL,MF,Houston Dynamo,23-073,2002,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
639,Philip Quinton,us USA,DF,Real Salt Lake,25-350,1999,9.0,9,1.00,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
640,Nemanja Radoja,rs SRB,MF,Sporting KC,32-268,1993,12.2,17,1.39,14,1,0,1,1,0,2,0.16,2,0,0,0,0,0,Matches
641,Jeremy Rafanello,us USA,MF,Philadelphia Union,25-201,2000,3.2,8,2.54,3,0,2,1,2,0,1,0.32,0,0,1,0,0,0,Matches
642,Jackson Ragen,us USA,DF,Seattle Sounders,27-038,1998,21.3,23,1.08,22,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
643,Brooklyn Raines,us USA,MF,Houston Dynamo,20-235,2005,18.8,26,1.38,19,2,0,1,4,0,0,0.00,0,0,0,0,0,0,Matches
644,Anthony Ramirez,us USA,MF,FC Dallas,19-314,2005,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
645,Christian Ramirez,us USA,"FW,MF",LA Galaxy,34-211,1991,10.2,15,1.47,13,1,0,0,1,0,2,0.20,1,0,0,0,1,0,Matches
646,Rubén Ramos,us USA,"MF,FW",LA Galaxy,18-283,2007,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
647,Alisa Randell,lr LBR,"MF,DF",Minnesota Utd,18-068,2007,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
648,Ryan Raposo,ca CAN,"MF,DF",LAFC,26-241,1999,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
649,Tim Ream,us USA,DF,Charlotte,38-027,1987,24.5,12,0.49,12,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
650,Federico Redondo,ar ARG,MF,Inter Miami,22-287,2003,9.8,17,1.74,16,0,1,0,0,0,1,0.10,0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
651,Jayden Reid,us USA,DF,St. Louis,24-063,2001,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
652,Seymour Reid,jm JAM,FW,NYCFC,17-242,2008,0.9,3,3.38,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
653,William Reilly,us USA,MF,Atlanta Utd,22-333,2002,5.5,14,2.54,12,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
654,Marco Reus,de GER,"MF,FW",LA Galaxy,36-154,1989,16.5,75,4.55,58,6,2,3,2,4,10,0.61,9,0,0,1,0,0,Matches
655,Andrés Reyes,co COL,DF,San Diego FC,26-054,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
656,Justin Reynolds,us USA,"DF,MF",Chicago Fire,21-089,2004,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
657,Alvaro Ribeiro,pt POR,DF,FC Dallas,20-198,2005,4.1,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
658,Andrew Rick,us USA,GK,Philadelphia Union,19-275,2006,13.7,3,0.22,1,2,0,0,0,0,1,0.07,0,1,0,0,0,0,Matches
659,Jamar Ricketts,us USA,"DF,MF",SJ Earthquakes,24-008,2001,10.2,18,1.77,13,0,4,0,1,0,4,0.39,3,0,1,0,0,0,Matches
660,Kalani Rienzi,us USA,"DF,MF",Seattle Sounders,23-127,2002,15.7,29,1.84,23,2,2,1,0,1,7,0.45,5,0,1,1,0,0,Matches
661,Chris Rindov,us USA,DF,LA Galaxy,24-024,2001,5.7,6,1.05,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
662,Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-150,2002,8.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
663,Birk Risa,no NOR,DF,NYCFC,27-261,1998,11.7,13,1.11,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
664,Reid Roberts,us USA,DF,SJ Earthquakes,21-327,2003,9.9,11,1.11,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
665,Miles Robinson,us USA,DF,FC Cincinnati,28-232,1997,25.1,25,1.00,22,1,0,2,0,0,2,0.08,1,0,0,1,0,0,Matches
666,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,30-168,1995,15.2,12,0.79,12,0,0,0,0,0,3,0.20,3,0,0,0,0,0,Matches
667,Rodrigues,br BRA,DF,SJ Earthquakes,28-022,1997,16.5,26,1.58,20,0,1,2,2,1,3,0.18,3,0,0,0,0,0,Matches
668,Baltasar Rodríguez,ar ARG,"MF,FW",Inter Miami,22-115,2003,6.8,20,2.93,16,1,0,0,2,1,4,0.59,3,0,0,0,0,1,Matches
669,Jonathan Rodríguez,uy URU,FW,Portland Timbers,32-118,1993,1.7,11,6.43,4,0,0,3,4,0,2,1.17,0,0,0,1,1,0,Matches
670,Memo Rodriguez,us USA,MF,Sporting KC,29-309,1995,7.3,31,4.26,15,11,0,3,1,1,1,0.14,1,0,0,0,0,0,Matches
671,Nicolás Rodríguez,co COL,"MF,FW",Orlando City,21-190,2004,2.4,7,2.88,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
672,Sam Rogers,us USA,DF,Chicago Fire,26-168,1999,18.9,7,0.37,4,0,0,3,0,0,1,0.05,0,0,0,1,0,0,Matches
673,Matías Rojas,py PAR,"MF,FW",Portland Timbers,29-363,1995,3.9,18,4.60,9,8,0,1,0,0,1,0.26,1,0,0,0,0,0,Matches
674,Alex Roldan,sv SLV,"DF,MF",Seattle Sounders,29-096,1996,23.5,65,2.76,57,1,0,5,2,0,5,0.21,5,0,0,0,0,0,Matches
675,Cristian Roldan,us USA,MF,Seattle Sounders,30-151,1995,29.2,90,3.08,79,0,2,3,5,1,10,0.34,9,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
676,Nicolás Romero,ar ARG,DF,Minnesota Utd,21-338,2003,23.6,21,0.89,18,0,0,3,0,0,6,0.25,5,0,0,1,0,0,Matches
677,Tomas Romero,sv SLV,GK,NYCFC,24-317,2000,3.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,David Romney,us USA,DF,SJ Earthquakes,32-142,1993,29.7,24,0.81,22,2,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
679,Connor Ronan,ie IRL,MF,Colorado Rapids,27-240,1998,11.3,37,3.27,32,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
680,Anderson Rosa,br BRA,DF,Colorado Rapids,23-353,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
681,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,24-360,2000,16.1,56,3.48,35,8,4,6,3,0,6,0.37,2,1,1,2,0,0,Matches
682,Keegan Rosenberry,us USA,DF,Colorado Rapids,31-325,1993,11.7,16,1.37,12,4,0,0,0,0,3,0.26,3,0,0,0,0,0,Matches
683,Daniel Rosero,co COL,DF,Sporting KC,32-026,1993,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
684,Diego Rossi,uy URU,"MF,FW",Columbus Crew,27-241,1998,27.7,94,3.39,67,8,7,6,6,0,7,0.25,5,1,0,1,0,0,Matches
685,Sigurd Rosted,no NOR,DF,Toronto FC,31-102,1994,28.1,17,0.60,12,0,0,3,2,0,2,0.07,1,0,0,0,1,0,Matches
686,Paul Rothrock,us USA,"FW,MF",Seattle Sounders,26-296,1999,24.0,64,2.66,48,3,2,3,8,0,11,0.46,9,0,0,0,2,0,Matches
687,Kye Rowles,au AUS,DF,D.C. United,27-130,1998,29.8,13,0.44,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
688,Diego Rubio,cl CHI,"FW,MF",Austin,32-170,1993,10.4,29,2.79,25,0,0,0,4,0,3,0.29,3,0,0,0,0,0,Matches
689,David Ruíz,hn HON,"MF,FW",Inter Miami,21-266,2004,1.4,4,2.79,2,0,1,0,1,0,1,0.70,0,0,0,0,1,0,Matches
690,Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-316,1998,13.4,62,4.63,41,15,1,2,0,3,2,0.15,2,0,0,0,0,0,Matches
691,Albert Rusnák,sk SVK,"MF,FW",Seattle Sounders,31-117,1994,23.9,125,5.24,77,40,1,6,0,1,12,0.50,9,2,1,0,0,0,Matches
692,Johnny Russell,sct SCO,"FW,MF",Real Salt Lake,35-207,1990,3.9,18,4.67,14,1,1,2,0,0,1,0.26,1,0,0,0,0,0,Matches
693,Jacen Russell-Rowe,ca CAN,"FW,MF",Columbus Crew,23-049,2002,19.2,46,2.40,38,0,2,3,0,3,2,0.10,2,0,0,0,0,0,Matches
694,Cesar Ruvalcaba,us USA,DF,Columbus Crew,24-111,2001,3.4,4,1.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
695,Rwan,br BRA,"FW,MF",Real Salt Lake,24-165,2001,6.8,24,3.53,17,1,0,5,1,0,2,0.29,2,0,0,0,0,0,Matches
696,Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-312,1997,19.9,50,2.51,29,1,6,6,7,1,7,0.35,4,0,0,1,2,0,Matches
697,Besard Sabovic,se SWE,MF,Austin,27-300,1998,19.5,44,2.25,30,3,2,2,7,0,2,0.10,1,0,0,1,0,0,Matches
698,Anisse Saidi,tn TUN,MF,San Diego FC,17-134,2008,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
699,Ryan Sailor,us USA,DF,Inter Miami,26-339,1998,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
700,Adam Saldaña,us USA,MF,LAFC,23-267,2002,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
701,Nathan Saliba,ca CAN,MF,CF Montréal,21-064,2004,14.0,23,1.64,15,4,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
702,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,29-105,1996,24.3,61,2.51,46,1,3,11,0,0,6,0.25,4,0,1,1,0,0,Matches
703,Diadie Samassékou,ml MLI,MF,Houston Dynamo,29-294,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
704,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-310,2003,10.9,13,1.19,11,0,0,1,0,1,1,0.09,1,0,0,0,0,0,Matches
705,Cooper Sanchez,us USA,MF,Atlanta Utd,17-220,2008,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Ilie Sánchez,es ESP,MF,Austin,34-345,1990,18.2,21,1.15,17,2,0,2,0,0,2,0.11,0,1,0,1,0,0,Matches
707,William Sands,us USA,DF,NE Revolution,25-118,2000,8.2,15,1.83,11,1,0,0,3,0,2,0.24,0,0,0,0,2,0,Matches
708,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-282,2001,27.2,68,2.50,45,19,0,2,1,1,5,0.18,4,1,0,0,0,0,Matches
709,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-214,2002,3.5,8,2.26,4,1,1,1,1,0,1,0.28,0,0,0,1,0,0,Matches
710,Jeong Sangbin,kr KOR,FW,St. Louis,23-214,2002,7.0,17,2.42,15,0,0,1,0,1,3,0.43,3,0,0,0,0,0,Matches
711,Sergio Santos Gomes,br BRA,"FW,DF",Houston Dynamo,31-058,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
712,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,31-058,1994,7.2,32,4.46,27,1,0,2,2,0,3,0.42,3,0,0,0,0,0,Matches
713,Rafael Santos,br BRA,"DF,FW",Colorado Rapids,27-269,1998,4.2,15,3.57,9,6,0,0,0,0,3,0.71,2,1,0,0,0,0,Matches
714,Rafael Santos,br BRA,DF,Orlando City,27-269,1998,7.5,16,2.13,13,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Samuel Sarver,us USA,"FW,MF",FC Dallas,22-243,2003,1.8,6,3.27,3,0,0,1,2,0,3,1.64,2,0,0,0,1,0,Matches
716,Nick Scardina,us USA,DF,Charlotte,24-132,2001,8.9,16,1.80,13,2,0,0,1,0,3,0.34,2,0,0,0,1,0,Matches
717,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-212,1997,29.8,19,0.64,16,0,0,3,0,0,2,0.07,2,0,0,0,0,0,Matches
718,Tate Schmitt,us USA,DF,Nashville SC,28-157,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
719,David Schnegg,at AUT,"DF,MF",D.C. United,27-033,1998,30.0,56,1.87,43,10,1,0,2,0,5,0.17,4,1,0,0,0,0,Matches
720,Patrick Schulte,us USA,GK,Columbus Crew,24-233,2001,25.0,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
721,Tarik Scott,us USA,"MF,DF",FC Dallas,20-192,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
722,Dante Sealy,tt TRI,"FW,MF",CF Montréal,22-198,2003,26.9,78,2.90,53,9,8,3,4,1,5,0.19,3,1,0,1,0,0,Matches
723,Gabe Segal,us USA,"FW,MF",Houston Dynamo,24-168,2001,1.7,7,4.06,4,0,0,3,0,0,1,0.58,1,0,0,0,0,0,Matches
724,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-213,2003,18.0,58,3.23,48,5,3,0,2,0,10,0.56,9,0,1,0,0,0,Matches
725,Eddie Segura,co COL,DF,LAFC,28-272,1997,27.7,31,1.12,28,0,0,2,0,1,6,0.22,4,0,0,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
726,Amar Sejdic,us USA,MF,Columbus Crew,28-337,1996,3.8,4,1.06,4,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
727,Johnny Selemani,ca CAN,MF,Vancouver W'caps,17-230,2008,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Brandon Servania,us USA,MF,D.C. United,26-234,1999,22.6,39,1.72,31,0,0,3,3,2,4,0.18,4,0,0,0,0,0,Matches
729,Nykolas Sessock,us USA,DF,Atlanta Utd,25-137,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
730,Jacob Shaffelburg,ca CAN,"MF,FW",Nashville SC,25-340,1999,12.3,41,3.32,26,1,3,4,6,1,7,0.57,3,0,1,2,1,0,Matches
731,Charles Sharp,us USA,FW,Toronto FC,24-131,2001,1.2,3,2.57,3,0,0,0,0,0,1,0.86,1,0,0,0,0,0,Matches
732,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,26-172,1999,1.2,4,3.43,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
733,Khiry Shelton,us USA,DF,Sporting KC,32-128,1993,20.0,23,1.15,17,5,0,0,0,1,3,0.15,2,1,0,0,0,0,Matches
734,Jason Shokalook,us USA,FW,Chicago Fire,23-032,2002,0.2,1,6.00,1,0,0,0,0,0,1,6.00,1,0,0,0,0,0,Matches
735,Jonathan Shore,us USA,MF,NYCFC,18-202,2007,15.5,32,2.06,26,0,2,2,0,2,0,0.00,0,0,0,0,0,0,Matches
736,Show,ao ANG,MF,FC Dallas,26-240,1999,3.4,3,0.89,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
737,Xande Silva,pt POR,FW,Atlanta Utd,28-230,1997,2.5,11,4.36,7,0,3,1,0,0,1,0.40,1,0,0,0,0,0,Matches
738,Xande Silva,pt POR,"FW,MF",St. Louis,28-230,1997,2.4,8,3.35,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
739,Mateo Silvetti,ar ARG,"MF,FW",Inter Miami,19-291,2006,1.1,3,2.78,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
740,Jailson Siqueira,br BRA,MF,LAFC,30-055,1995,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
741,Jonathan Sirois,ca CAN,GK,CF Montréal,24-127,2001,23.0,3,0.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
742,Pablo Sisniega,mx MEX,GK,San Diego FC,30-117,1995,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
743,Jack Skahan,us USA,"MF,FW",SJ Earthquakes,27-267,1998,0.6,3,4.58,3,0,0,0,0,0,2,3.05,2,0,0,0,0,0,Matches
744,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-217,1999,25.5,56,2.20,43,1,2,6,2,2,4,0.16,4,0,0,0,0,0,Matches
745,Tyger Smalls,,"FW,MF",Charlotte,23-044,2002,1.7,5,2.87,4,0,0,1,0,0,1,0.57,0,0,0,1,0,0,Matches
746,Alec Smir,us USA,GK,Minnesota Utd,26-202,1999,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
747,Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-206,1994,3.6,6,1.68,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
748,Ian Smith,us USA,"DF,MF",Portland Timbers,23-108,2002,11.4,18,1.58,12,3,0,1,1,1,2,0.18,0,1,0,0,1,0,Matches
749,Kyle Smith,us USA,"DF,MF",Orlando City,33-296,1992,12.8,22,1.72,18,1,0,2,1,0,6,0.47,5,1,0,0,0,0,Matches
750,Artem Smoliakov,ua UKR,"DF,MF",LAFC,22-156,2003,12.5,27,2.16,23,2,0,1,1,0,5,0.40,5,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
751,Mohammed Sofo,gh GHA,FW,NY Red Bulls,21-001,2004,17.5,31,1.77,20,0,1,8,2,0,2,0.11,1,0,0,1,0,0,Matches
752,Pedro Soma,us USA,"MF,FW",San Diego FC,19-124,2006,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
753,Wessel Speel,nl NED,GK,Minnesota Utd,24-015,2001,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
754,Tyrese Spicer,tt TRI,"DF,FW",Toronto FC,24-332,2000,9.6,17,1.76,15,0,1,0,0,1,1,0.10,0,0,1,0,0,0,Matches
755,Tyrese Spicer,tt TRI,"MF,FW",Orlando City,24-332,2000,3.1,13,4.13,9,0,4,0,0,0,3,0.95,3,0,0,0,0,0,Matches
756,Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-176,1997,30.0,7,0.23,2,5,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
757,Lazar Stefanovic,ca CAN,DF,Toronto FC,19-083,2006,6.4,5,0.78,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
758,Zack Steffen,us USA,GK,Colorado Rapids,30-213,1995,23.0,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
759,Daniel Steres,us USA,DF,Houston Dynamo,34-355,1990,4.4,5,1.13,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
760,Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-288,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
761,Jared Stroud,us USA,"FW,MF",D.C. United,29-114,1996,14.5,40,2.76,33,0,0,5,2,0,1,0.07,0,0,0,1,0,0,Matches
762,Peter Stroud,us USA,MF,NY Red Bulls,23-192,2002,19.1,38,1.99,27,0,2,5,4,0,4,0.21,4,0,0,0,0,0,Matches
763,Brad Stuver,us USA,GK,Austin,34-199,1991,34.0,11,0.32,9,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Luis Suárez,uy URU,FW,Inter Miami,38-281,1987,25.4,86,3.39,74,1,4,4,2,1,15,0.59,12,0,0,3,0,0,Matches
765,Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-320,1999,22.4,56,2.50,39,5,0,3,9,0,8,0.36,3,1,0,0,4,0,Matches
766,Cavan Sullivan,us USA,MF,Philadelphia Union,16-034,2009,2.5,10,4.09,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
767,Michael Sullivan,us USA,MF,Toronto FC,22-243,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
768,Nicklaus Sullivan,us USA,"MF,DF",LA Galaxy,23-103,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Quinn Sullivan,us USA,"MF,FW",Philadelphia Union,21-219,2004,21.7,99,4.56,80,6,3,8,1,1,12,0.55,10,0,0,2,0,0,Matches
770,Finn Surman,nz NZL,DF,Portland Timbers,22-039,2003,30.2,17,0.56,15,1,0,1,0,0,1,0.03,0,1,0,0,0,0,Matches
771,Sam Surridge,eng ENG,FW,Nashville SC,27-096,1998,32.6,74,2.27,46,2,7,8,8,3,15,0.46,9,0,3,2,1,0,Matches
772,Oleksandr Svatok,ua UKR,DF,Austin,31-035,1994,26.3,14,0.53,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
773,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,34-028,1991,10.7,4,0.37,3,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
774,Hennadii Synchuk,ua UKR,"MF,FW",CF Montréal,19-114,2006,8.8,30,3.42,15,4,4,3,2,2,0,0.00,0,0,0,0,0,0,Matches
775,Nkosi Tafari,us USA,DF,LAFC,28-223,1997,20.4,7,0.34,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
776,Zakaria Taifi,us USA,"MF,DF",Orlando City,20-031,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
777,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-230,1996,34.0,7,0.21,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Strahinja Tanasijević,rs SRB,DF,NYCFC,28-142,1997,6.8,4,0.59,4,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
779,Andrew Tarbell,us USA,GK,Houston Dynamo,32-025,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
780,Iuri Tavares,cv CPV,"MF,FW",Charlotte,24-238,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
781,D.J. Taylor,us USA,DF,Minnesota Utd,28-067,1997,2.2,3,1.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
782,Robert Taylor,fi FIN,"FW,MF",Austin,31-011,1994,4.6,12,2.63,9,1,1,1,0,0,1,0.22,0,0,0,1,0,0,Matches
783,Robert Taylor,fi FIN,"MF,FW",Inter Miami,31-011,1994,2.2,3,1.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
784,Carlos Terán,co COL,DF,Chicago Fire,25-038,2000,5.9,3,0.50,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
785,Cedric Teuchert,de GER,"FW,MF",St. Louis,28-291,1997,13.8,22,1.60,16,1,0,2,3,0,2,0.15,1,0,0,0,1,0,Matches
786,Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-287,2003,1.1,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
787,Jamal Thiaré,sn SEN,FW,Atlanta Utd,32-215,1993,11.2,6,0.54,3,0,1,0,2,0,2,0.18,0,0,0,0,2,0,Matches
788,Andrew Thomas,ru RUS,GK,Seattle Sounders,27-061,1998,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
789,Erik Thommy,de GER,"FW,MF",Sporting KC,31-073,1994,14.1,45,3.19,31,1,1,3,7,2,7,0.50,4,0,1,1,0,1,Matches
790,Kosi Thompson,ca CAN,DF,Toronto FC,22-278,2003,23.5,21,0.89,17,2,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
791,Timmy Tillman,de GER,MF,LAFC,26-301,1999,26.8,68,2.54,56,2,2,2,5,1,6,0.22,6,0,0,0,0,0,Matches
792,Harry Toffolo,eng ENG,DF,Charlotte,30-074,1995,1.3,2,1.53,2,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
793,Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,32-083,1993,1.1,1,0.90,0,1,0,0,0,0,1,0.90,0,1,0,0,0,0,Matches
794,Nouhou Tolo,cm CMR,DF,Seattle Sounders,28-131,1997,24.4,33,1.35,28,2,0,2,1,0,3,0.12,3,0,0,0,0,0,Matches
795,Joshua Torquato,us USA,"MF,DF",FC Dallas,18-100,2007,2.5,3,1.19,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
796,Ervin Torres,us USA,MF,Austin,17-352,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
797,Tomas Totland,no NOR,DF,St. Louis,27-034,1998,11.9,38,3.19,31,3,0,3,0,1,3,0.25,3,0,0,0,0,0,Matches
798,Mason Toye,us USA,"FW,MF",Sporting KC,27-016,1998,5.8,10,1.73,7,0,1,2,0,0,1,0.17,0,0,0,1,0,0,Matches
799,Wil Trapp,us USA,MF,Minnesota Utd,32-290,1993,30.2,41,1.36,38,0,1,0,2,0,3,0.10,3,0,0,0,0,0,Matches
800,Jackson Travis,us USA,DF,Colorado Rapids,21-251,2004,7.5,8,1.07,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
