Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
322,Andrew Gutman,us USA,"DF,MF",Chicago Fire,29-030,1996,31.8,58,35,35,15,8,30,49,61.2,19,31,15,16,37,95,119,2,Matches
323,Brad Guzan,us USA,GK,Atlanta Utd,41-053,1984,26.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,4,Matches
324,Justin Haak,us USA,"DF,MF",NYCFC,24-050,2001,33.4,50,26,32,17,1,23,42,54.8,19,56,29,27,45,95,135,1,Matches
325,Taha Habroune,us USA,"MF,FW",Columbus Crew,19-269,2006,6.3,26,14,8,14,4,14,24,58.3,10,9,0,9,5,31,9,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
326,Alexander Hack,de GER,DF,NY Red Bulls,32-054,1993,16.1,35,23,22,12,1,22,37,59.5,15,21,9,12,29,64,90,1,Matches
327,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30-045,1995,10.6,27,12,16,10,1,13,17,76.5,4,14,9,5,25,52,66,0,Matches
328,Nicholas Hagen,gt GUA,GK,Columbus Crew,29-091,1996,3.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,Matches
329,Nick Hagglund,us USA,DF,FC Cincinnati,33-048,1992,12.9,7,5,6,1,0,3,5,60.0,2,26,22,4,10,17,98,0,Matches
330,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-233,1999,10.4,15,10,9,2,4,12,19,63.2,7,12,0,12,5,20,11,0,Matches
331,Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-307,1999,8.1,7,4,5,2,0,5,9,55.6,4,6,4,2,6,13,29,2,Matches
332,Julian Hall,us USA,"FW,MF",NY Red Bulls,17-222,2008,7.6,7,3,5,2,0,1,6,16.7,5,6,0,6,5,12,2,0,Matches
333,Bret Halsey,us USA,DF,FC Cincinnati,25-153,2000,0.4,3,1,3,0,0,2,2,100.0,0,0,0,0,1,4,3,0,Matches
334,Nicholas Hansen,dk DEN,GK,Colorado Rapids,24-114,2001,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
335,Aiden Harangi,us USA,DF,San Diego FC,19-266,2006,3.7,3,0,2,0,1,1,1,100.0,0,5,2,3,3,6,11,0,Matches
336,Ian Harkes,us USA,MF,SJ Earthquakes,30-216,1995,23.8,29,13,7,17,5,21,42,50.0,21,32,6,26,23,52,35,1,Matches
337,Cameron Harper,us USA,"DF,MF",NY Red Bulls,23-347,2001,7.4,9,7,4,3,2,5,13,38.5,8,4,0,4,2,11,5,0,Matches
338,Nathan Harriel,us USA,DF,Philadelphia Union,24-192,2001,23.3,39,23,18,15,6,14,24,58.3,10,36,8,28,61,100,133,1,Matches
339,Alex Harris,us USA,"MF,FW",Colorado Rapids,20-258,2005,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
340,Calvin Harris,eng ENG,"FW,MF",Colorado Rapids,25-226,2000,14.8,16,10,5,7,4,7,19,36.8,12,14,3,11,4,20,14,0,Matches
341,Marcel Hartel,de GER,"MF,FW",St. Louis,29-286,1996,33.6,20,15,9,8,3,8,27,29.6,19,20,4,16,27,47,25,0,Matches
342,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,25-271,2000,17.0,52,29,31,12,9,28,45,62.2,17,27,12,15,23,75,72,0,Matches
343,Thomas Hasal,ca CAN,GK,LAFC,26-115,1999,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
344,Stuart Hawkins,us USA,"DF,MF",Seattle Sounders,19-044,2006,1.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,11,0,Matches
345,Kobi Henry,tt TRI,"DF,FW",Real Salt Lake,21-189,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
346,Malik Henry,ca CAN,"MF,FW",Toronto FC,23-101,2002,1.3,2,1,1,1,0,0,3,0.0,3,1,0,1,0,2,4,0,Matches
347,Fabian Herbers,de GER,"MF,FW",CF Montréal,32-076,1993,8.0,17,12,3,14,0,3,8,37.5,5,4,0,4,8,25,10,0,Matches
348,Ronald Hernández,ve VEN,DF,Atlanta Utd,28-041,1997,14.6,25,15,18,4,3,15,31,48.4,16,13,5,8,20,45,50,0,Matches
349,Aaron Herrera,gt GUA,"DF,MF",D.C. United,28-148,1997,23.0,36,20,23,12,1,26,37,70.3,11,29,10,19,28,64,66,2,Matches
350,Marcelo Herrera,ar ARG,DF,Columbus Crew,26-363,1998,15.2,32,22,15,11,6,14,28,50.0,14,32,4,28,20,52,35,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Son Heung-min,kr KOR,FW,LAFC,33-116,1992,8.9,6,5,2,3,1,3,7,42.9,4,1,0,1,0,6,4,0,Matches
352,Aiden Hezarkhani,us USA,"FW,MF",Real Salt Lake,18-126,2007,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
353,Jayden Hibbert,ca CAN,GK,Atlanta Utd,21-088,2004,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
354,Bode Hidalgo,us USA,DF,Real Salt Lake,23-252,2002,9.1,19,11,11,8,0,12,26,46.2,14,10,6,4,8,27,40,1,Matches
355,Bode Hidalgo,us USA,DF,CF Montréal,23-252,2002,3.9,10,4,5,5,0,5,9,55.6,4,2,1,1,3,13,5,0,Matches
356,Kyle Hiebert,ca CAN,DF,St. Louis,28-094,1997,18.8,21,8,14,7,0,10,15,66.7,5,34,19,15,9,30,92,0,Matches
357,Luke Hille,us USA,MF,Minnesota Utd,22-255,2003,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
358,Brendan Hines-Ike,us USA,DF,Austin,30-336,1994,30.7,17,11,13,4,0,4,10,40.0,6,35,29,6,15,32,188,3,Matches
359,Bongokuhle Hlongwane,za RSA,"DF,MF",Minnesota Utd,25-134,2000,26.4,40,28,31,8,1,25,48,52.1,23,17,4,13,25,65,79,0,Matches
360,Rob Holding,eng ENG,DF,Colorado Rapids,30-042,1995,5.8,8,6,3,5,0,2,9,22.2,7,9,9,0,8,16,31,1,Matches
361,Ryan Hollingshead,us USA,"DF,MF",LAFC,34-199,1991,23.4,45,29,30,9,6,26,42,61.9,16,27,9,18,31,76,73,0,Matches
362,Duane Holmes,us USA,"MF,FW",Houston Dynamo,30-360,1994,6.5,11,4,4,4,3,2,7,28.6,5,10,3,7,2,13,6,0,Matches
363,Jackson Hopkins,us USA,"MF,FW",D.C. United,21-123,2004,9.3,13,9,5,4,4,4,13,30.8,9,12,2,10,3,16,8,0,Matches
364,Jannes Horn,de GER,DF,St. Louis,28-268,1997,8.0,13,8,8,5,0,9,11,81.8,2,6,1,5,4,17,19,0,Matches
365,Jung Hoyeon,kr KOR,MF,Minnesota Utd,25-034,2000,1.0,3,2,1,2,0,0,2,0.0,2,4,1,3,2,5,3,0,Matches
366,Keegan Hughes,us USA,DF,NE Revolution,25-102,2000,4.1,11,7,9,2,0,4,6,66.7,2,4,4,0,7,18,22,0,Matches
367,Sebastien Ibeagha,us USA,DF,FC Dallas,33-284,1992,30.7,20,11,12,7,1,9,14,64.3,5,37,30,7,24,44,198,0,Matches
368,Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-289,2002,2.0,8,6,4,3,1,2,3,66.7,1,4,0,4,2,10,2,0,Matches
369,Aliyu Ibrahim,ng NGA,"FW,DF",Columbus Crew,23-289,2002,13.4,24,14,10,11,3,13,20,65.0,7,14,3,11,6,30,10,1,Matches
370,Sunusi Ibrahim,ng NGA,FW,CF Montréal,23-031,2002,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
371,Igor,br BRA,MF,LAFC,22-239,2003,20.6,47,24,10,27,10,25,42,59.5,17,24,4,20,28,75,28,1,Matches
372,Mitja Ilenič,si SVN,DF,NYCFC,20-310,2004,12.1,11,6,8,3,0,8,13,61.5,5,10,1,9,13,24,43,0,Matches
373,Milan Iloski,us USA,"MF,FW",Philadelphia Union,26-095,1999,6.6,6,5,0,5,1,5,11,45.5,6,5,1,4,3,9,7,0,Matches
374,Milan Iloski,us USA,"FW,MF",San Diego FC,26-095,1999,5.3,3,2,1,1,1,1,7,14.3,6,0,0,0,1,4,2,0,Matches
375,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-246,1996,11.4,8,8,4,2,2,3,3,100.0,0,7,6,1,4,12,60,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
376,Marcus Ingvartsen,dk DEN,"FW,MF",San Diego FC,29-301,1996,4.5,0,0,0,0,0,0,0,,0,5,1,4,2,2,2,0,Matches
377,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,34-150,1991,9.6,9,5,3,4,2,1,5,20.0,4,6,1,5,6,15,6,0,Matches
378,Aljaž Ivačič,si SVN,GK,NE Revolution,31-307,1993,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,3,Matches
379,Ousman Jabang,us USA,DF,CF Montréal,24-217,2001,1.0,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,3,0,Matches
380,Ayoub Jabbari,ma MAR,"FW,DF",FC Cincinnati,25-275,2000,1.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
381,Aziel Jackson,us USA,"MF,FW",Columbus Crew,24-008,2001,8.1,10,5,3,4,3,4,10,40.0,6,8,0,8,7,17,7,1,Matches
382,Jacob Jackson,us USA,GK,FC Dallas,25-190,2000,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
383,Ivan Jaime Pajuelo,es ESP,FW,CF Montréal,25-036,2000,3.4,5,2,3,2,0,1,2,50.0,1,8,0,8,0,5,1,0,Matches
384,Ian James,us USA,DF,Sporting KC,17-148,2008,5.5,8,5,5,3,0,4,9,44.4,5,9,8,1,4,12,29,0,Matches
385,Robin Jansson,se SWE,DF,Orlando City,33-351,1991,29.0,25,17,19,6,0,18,28,64.3,10,32,20,12,24,49,136,1,Matches
386,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,25-165,2000,26.2,47,29,26,20,1,21,39,53.8,18,27,4,23,42,89,35,0,Matches
387,Stiven Jimenez,us USA,MF,FC Cincinnati,18-130,2007,1.2,3,2,3,0,0,1,2,50.0,1,4,1,3,1,4,5,0,Matches
388,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,29-184,1996,12.3,25,14,16,7,2,11,17,64.7,6,6,0,6,9,34,13,1,Matches
389,Sean Johnson,us USA,GK,Toronto FC,36-154,1989,31.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,16,1,Matches
390,Tate Johnson,us USA,DF,Vancouver W'caps,20-114,2005,22.0,35,23,16,15,4,23,42,54.8,19,24,5,19,21,56,63,0,Matches
391,DeJuan Jones,us USA,DF,Columbus Crew,28-130,1997,2.7,3,1,1,1,1,2,3,66.7,1,1,0,1,5,8,3,0,Matches
392,DeJuan Jones,us USA,"DF,MF",SJ Earthquakes,28-130,1997,12.9,24,10,14,8,2,12,26,46.2,14,16,0,16,18,42,36,0,Matches
393,Derrick Jones,us USA,MF,Columbus Crew,28-243,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
394,Kim Joonhong,kr KOR,GK,D.C. United,22-151,2003,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
395,Dejan Joveljić,rs SRB,FW,Sporting KC,26-086,1999,30.7,21,14,4,8,9,6,15,40.0,9,8,1,7,2,23,20,1,Matches
396,Mykhi Joyner,us USA,"FW,MF",St. Louis,19-063,2006,4.1,14,6,5,3,6,5,7,71.4,2,5,1,4,3,17,11,0,Matches
397,Preston Judd,us USA,"FW,MF",SJ Earthquakes,26-157,1999,11.7,6,5,1,2,3,3,5,60.0,2,12,1,11,2,8,4,0,Matches
398,Anderson Julio,ec ECU,"FW,MF",FC Dallas,29-154,1996,17.5,14,9,8,4,2,5,23,21.7,18,19,3,16,12,26,28,0,Matches
399,Sam Junqua,us USA,DF,Real Salt Lake,28-357,1996,20.4,27,12,10,11,6,12,16,75.0,4,20,11,9,15,42,43,1,Matches
400,Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-192,1990,15.0,27,20,21,5,1,20,27,74.1,7,24,17,7,11,38,77,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
401,Kristijan Kahlina,hr CRO,GK,Charlotte,33-100,1992,32.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,7,5,Matches
402,Kaick,br BRA,MF,FC Dallas,19-337,2005,18.5,46,31,23,21,2,25,55,45.5,30,21,6,15,21,67,23,2,Matches
403,Kei Kamara,sl SLE,FW,FC Cincinnati,41-061,1984,8.7,4,2,0,3,1,3,5,60.0,2,4,0,4,0,4,12,0,Matches
404,Bernard Kamungo,us USA,"DF,FW",FC Dallas,23-304,2002,17.5,22,13,14,4,4,10,25,40.0,15,12,1,11,14,36,14,0,Matches
405,Bibi Karamoko,us USA,FW,D.C. United,20-000,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
406,Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-181,1998,20.4,25,13,16,7,2,11,20,55.0,9,10,2,8,9,34,42,1,Matches
407,Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,30-334,1994,11.3,36,21,14,17,5,22,40,55.0,18,18,1,17,21,57,10,0,Matches
408,Kim Kee-hee,kr KOR,DF,Seattle Sounders,36-111,1989,11.5,14,4,10,4,0,7,11,63.6,4,14,7,7,17,31,48,0,Matches
409,Kevin Kelsy,ve VEN,FW,Portland Timbers,21-097,2004,17.8,9,7,2,4,3,2,6,33.3,4,14,3,11,6,15,24,0,Matches
410,Ryan Kent,eng ENG,"FW,MF",Seattle Sounders,28-355,1996,6.0,10,4,5,4,1,6,12,50.0,6,8,1,7,6,16,2,0,Matches
411,Deandre Kerr,ca CAN,FW,Toronto FC,22-347,2002,9.8,7,6,3,4,0,2,3,66.7,1,4,0,4,2,9,2,0,Matches
412,Henry Kessler,us USA,DF,St. Louis,27-129,1998,15.3,21,14,18,1,2,12,14,85.7,2,24,21,3,10,31,104,1,Matches
413,Hosei Kijima,jp JPN,"MF,FW",D.C. United,23-123,2002,17.7,29,16,14,10,5,17,35,48.6,18,31,2,29,15,44,21,3,Matches
414,Benjamin Kikanovic,us USA,"DF,MF",SJ Earthquakes,25-299,2000,4.7,7,6,2,4,1,6,12,50.0,6,5,0,5,5,12,15,0,Matches
415,Peter Kingston,us USA,FW,Seattle Sounders,24-110,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
416,Klauss,br BRA,FW,St. Louis,28-245,1997,26.8,25,16,9,7,9,8,17,47.1,9,18,3,15,8,33,31,0,Matches
417,Eric Klein,us USA,MF,NE Revolution,18-346,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
418,Mateusz Klich,pl POL,MF,Atlanta Utd,35-141,1990,8.8,16,8,5,10,1,5,17,29.4,12,5,0,5,10,26,6,0,Matches
419,Žan Kolmanič,si SVN,"DF,MF",Austin,25-243,2000,8.1,14,8,10,3,1,6,7,85.7,1,9,5,4,7,21,29,1,Matches
420,Rominigue Kouamé,ml MLI,MF,Chicago Fire,28-319,1996,6.3,6,3,3,3,0,3,3,100.0,0,4,0,4,8,14,8,0,Matches
421,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,27-071,1998,16.6,22,16,11,8,3,10,29,34.5,19,22,0,22,7,29,13,0,Matches
422,Damir Kreilach,hr CRO,"FW,MF",Vancouver W'caps,36-199,1989,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
423,Theodore Ku-Dipietro,us USA,"FW,MF",Colorado Rapids,23-277,2002,12.7,12,7,0,7,5,5,12,41.7,7,15,3,12,10,22,5,0,Matches
424,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-312,1993,7.3,11,4,2,4,5,5,8,62.5,3,7,1,6,2,13,6,0,Matches
425,Willy Kumado,gh GHA,DF,San Diego FC,23-016,2002,8.5,16,11,9,5,2,9,12,75.0,3,9,3,6,3,19,25,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
426,Luca de la Torre,us USA,MF,San Diego FC,27-162,1998,23.5,31,17,7,10,14,13,34,38.2,21,28,6,22,6,37,8,3,Matches
427,Mathías Laborda,uy URU,DF,Vancouver W'caps,26-047,1999,24.2,57,32,34,19,4,35,53,66.0,18,32,10,22,25,82,75,1,Matches
428,Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-265,2002,18.1,18,11,9,6,3,5,17,29.4,12,14,2,12,11,29,20,1,Matches
429,Lassi Lappalainen,fi FIN,"DF,MF",Columbus Crew,27-069,1998,4.4,10,4,4,4,2,7,12,58.3,5,3,0,3,5,15,6,0,Matches
430,Oliver Larraz,us USA,MF,Colorado Rapids,24-046,2001,24.6,54,32,17,25,12,21,50,42.0,29,48,11,37,40,94,34,0,Matches
431,Richie Laryea,ca CAN,"DF,MF",Toronto FC,30-298,1995,13.9,27,16,15,10,2,10,17,58.8,7,14,2,12,18,45,17,0,Matches
432,Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,31-035,1994,5.9,1,1,0,1,0,1,2,50.0,1,6,1,5,0,1,1,0,Matches
433,Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-304,1999,24.4,18,10,4,10,4,3,9,33.3,6,20,4,16,9,27,22,0,Matches
434,Randall Leal,cr CRC,"MF,FW",D.C. United,28-291,1997,5.8,8,6,5,1,2,7,14,50.0,7,4,0,4,4,12,5,0,Matches
435,Tim Leibold,de GER,DF,Sporting KC,31-336,1993,9.7,17,13,8,8,1,6,18,33.3,12,10,2,8,13,30,26,0,Matches
436,Brooks Lennon,us USA,DF,Atlanta Utd,28-040,1997,17.3,19,11,11,6,2,3,11,27.3,8,18,3,15,12,31,51,1,Matches
437,Tucker Lepley,us USA,"MF,FW",LA Galaxy,23-288,2002,6.2,6,1,1,3,2,3,9,33.3,6,6,1,5,3,9,11,0,Matches
438,Beau Leroux,us USA,MF,SJ Earthquakes,22-062,2003,23.4,60,34,26,29,5,30,42,71.4,12,25,2,23,34,94,37,1,Matches
439,Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-180,2003,7.8,10,6,2,4,4,4,8,50.0,4,9,1,8,6,16,8,1,Matches
440,Nick Lima,us USA,"MF,DF",SJ Earthquakes,30-349,1994,5.0,8,5,4,2,2,7,13,53.8,6,8,2,6,5,13,12,0,Matches
441,Ondřej Lingr,cz CZE,"FW,MF",Houston Dynamo,27-025,1998,19.8,18,9,5,11,2,8,16,50.0,8,6,0,6,3,21,12,0,Matches
442,Sebastian Lletget,us USA,MF,FC Dallas,33-059,1992,12.7,16,9,9,4,3,7,13,53.8,6,12,5,7,10,26,26,0,Matches
443,Hugo Lloris,fr FRA,GK,LAFC,38-310,1986,31.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,12,3,Matches
444,Saba Lobzhanidze,ge GEO,"FW,DF",Atlanta Utd,30-318,1994,21.5,16,9,9,4,3,7,20,35.0,13,9,0,9,6,22,6,2,Matches
445,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-198,1993,27.3,57,32,30,21,6,27,55,49.1,28,22,4,18,24,81,27,1,Matches
446,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-225,1989,6.4,10,9,5,3,2,6,17,35.3,11,9,1,8,2,12,3,0,Matches
447,Jasper Löffelsend,de GER,DF,San Diego FC,28-052,1997,6.7,22,15,13,7,2,12,21,57.1,9,6,0,6,7,29,13,0,Matches
448,Aaron Long,us USA,DF,LAFC,33-020,1992,14.1,16,12,13,3,0,7,12,58.3,5,24,9,15,3,19,78,0,Matches
449,Kevin Long,ie IRL,DF,Toronto FC,35-075,1990,21.0,33,17,25,8,0,11,18,61.1,7,18,12,6,16,49,139,0,Matches
450,Matthew Longstaff,eng ENG,"MF,FW",Toronto FC,25-225,2000,10.1,23,17,9,11,3,11,20,55.0,9,10,1,9,12,35,13,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
451,Matthew Longstaff,eng ENG,MF,CF Montréal,25-225,2000,6.5,6,2,3,3,0,3,7,42.9,4,2,0,2,3,9,8,0,Matches
452,Antino Lopez,us USA,MF,Seattle Sounders,23-164,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
453,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,25-055,2000,2.8,3,3,3,0,0,0,2,0.0,2,3,0,3,3,6,3,0,Matches
454,Victor Loturi,ca CAN,MF,CF Montréal,24-164,2001,27.8,47,29,19,23,5,23,44,52.3,21,27,13,14,28,75,47,1,Matches
455,Evan Louro,us USA,GK,FC Cincinnati,29-286,1996,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0,Matches
456,Daniel Lovitz,us USA,DF,Nashville SC,34-066,1991,30.2,68,44,41,22,5,31,53,58.5,22,19,4,15,37,105,77,1,Matches
457,Eduard Löwen,de GER,MF,St. Louis,28-277,1997,15.5,37,18,19,14,4,18,34,52.9,16,15,3,12,9,46,14,1,Matches
458,Hirving Lozano,mx MEX,FW,San Diego FC,30-094,1995,20.3,26,15,9,7,10,7,19,36.8,12,20,2,18,7,33,3,0,Matches
459,Gonzalo Luján,ar ARG,DF,Inter Miami,24-188,2001,19.4,38,26,25,11,2,23,31,74.2,8,16,6,10,18,56,83,0,Matches
460,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-285,2002,29.1,81,49,25,45,11,36,91,39.6,55,39,3,36,43,124,33,1,Matches
461,Diego Luna,us USA,"MF,FW",Real Salt Lake,22-055,2003,25.2,25,16,3,13,9,11,30,36.7,19,19,1,18,14,39,5,0,Matches
462,Benjamin Lundt,de GER,GK,St. Louis,30-038,1995,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,0,Matches
463,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-231,2007,0.7,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,Matches
464,Lukas MacNaughton,ca CAN,DF,D.C. United,30-238,1995,7.9,6,3,3,3,0,1,1,100.0,0,10,9,1,10,16,40,0,Matches
465,Jack Maher,us USA,DF,Nashville SC,26-004,1999,28.6,13,9,7,5,1,4,9,44.4,5,14,9,5,18,31,150,0,Matches
466,Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-185,2004,23.9,46,33,28,16,2,34,47,72.3,13,28,12,16,28,74,151,2,Matches
467,Adilson Malanda,fr FRA,DF,Charlotte,24-003,2001,32.2,27,20,23,4,0,13,22,59.1,9,59,49,10,27,54,213,5,Matches
468,Alexis Manyoma,co COL,"FW,MF",Colorado Rapids,22-302,2003,0.5,2,0,1,1,0,1,3,33.3,2,2,0,2,1,3,0,0,Matches
469,J.T. Marcinkowski,us USA,GK,LA Galaxy,28-176,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
470,AJ Marcucci,us USA,GK,NY Red Bulls,26-093,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
471,Dominik Marczuk,pl POL,DF,FC Cincinnati,22-000,2003,2.4,2,2,1,1,0,2,4,50.0,2,3,0,3,1,3,6,0,Matches
472,Dominik Marczuk,pl POL,FW,Real Salt Lake,22-000,2003,9.6,11,7,5,4,2,4,15,26.7,11,8,1,7,7,18,9,0,Matches
473,Paul Marie,fr FRA,"FW,MF",SJ Earthquakes,30-222,1995,1.1,2,2,0,1,1,1,1,100.0,0,1,0,1,0,2,0,0,Matches
474,Adrián Marín,es ESP,DF,Orlando City,28-296,1997,3.6,2,2,1,0,1,0,0,,0,4,2,2,7,9,14,0,Matches
475,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-310,1999,21.1,56,28,27,21,8,37,55,67.3,18,38,14,24,39,95,74,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
476,Idan Markovich,il ISR,FW,Charlotte,21-084,2004,20.1,19,11,3,11,5,5,8,62.5,3,18,0,18,2,21,22,1,Matches
477,Marlon,br BRA,DF,LAFC,30-055,1995,7.0,8,6,8,0,0,5,9,55.6,4,6,5,1,8,16,35,0,Matches
478,Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,21-138,2004,20.0,30,22,24,5,1,15,26,57.7,11,21,5,16,15,45,50,1,Matches
479,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,21-138,2004,2.6,3,3,1,2,0,1,3,33.3,2,3,2,1,2,5,5,0,Matches
480,Alonso Martínez,cr CRC,FW,NYCFC,27-017,1998,27.7,12,5,4,4,4,5,14,35.7,9,9,1,8,7,19,9,1,Matches
481,David Martínez,ve VEN,FW,LAFC,19-267,2006,13.0,19,15,8,8,3,10,21,47.6,11,10,0,10,3,22,4,1,Matches
482,Josef Martínez,ve VEN,FW,SJ Earthquakes,32-166,1993,20.8,1,0,0,1,0,1,5,20.0,4,1,0,1,1,2,0,0,Matches
483,Thiago Martins,br BRA,DF,NYCFC,30-229,1995,30.0,32,24,28,3,1,17,21,81.0,4,35,27,8,21,53,196,5,Matches
484,Jimmy Maurer,us USA,GK,Houston Dynamo,37-018,1988,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
485,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-223,1989,30.6,23,17,2,13,8,7,12,58.3,5,14,2,12,2,25,18,0,Matches
486,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-228,1994,32.0,18,10,9,9,0,9,16,56.3,7,41,31,10,26,44,184,1,Matches
487,Salvatore Mazzaferro,ca CAN,DF,Atlanta Utd,24-021,2001,0.8,2,1,2,0,0,2,3,66.7,1,2,0,2,0,2,8,0,Matches
